"('0.', '', '')"
"('procgethostbyname.', '', '')"
"('procgetpeername.', '', '')"
"('procgetprotobyname.', '', '')"
"('procgetservbyname.', '', '')"
"('procgetsockname.', '', '')"
"('procgetsockopt.', '', '')"
"('proclisten.', '', '')"
"('procntohs.', '', '')"
"('procrecvfrom.', '', '')"
"('procsendto.', '', '')"
"('procsetsockopt.', '', '')"
"('procshutdown.', '', '')"
"('procsocket.', '', '')"
"('projectatomic.', '', '')"
"('psapi.', '', '')"
"('ptm.', '', '')"
"('ptmx.', '', '')"
"('pty.', '', '')"
"('pulumi.', '', '')"
"('pv.', '', '')"
"('qualys.', '', '')"
"('r.', '', '')"
"('rand.', '', '')"
"('random.', '', '')"
"('raw.', '', '')"
"('rawinfo.', '', '')"
"('rclone.', '', '')"
"('rdb.', '', '')"
"('reader.', '', '')"
"('rebex.', '', '')"
"('recHeader.', '', '')"
"('redhat.', '', '')"
"('reflect.', '', '')"
"('regexp.', '', '')"
"('registration.', '', '')"
"('request.', '', '')"
"('require.', '', '')"
"('resp.', '', '')"
"('respStart.', '', '')"
"('ret.', '', '')"
"('rights.', '', '')"
"('rl.', '', '')"
"('rlim.', '', '')"
"('rmQuote.', '', '')"
"('root.', '', '')"
"('rootCmd.', '', '')"
"('rsa.', '', '')"
"('runtime.', '', '')"
"('s.', '', '')"
"('sa.', '', '')"
"('sechost.', '', '')"
"('seclists.', '', '')"
"('sectionDesc.', '', '')"
"('secur32.', '', '')"
"('selfRelativeSD.', '', '')"
"('semver.', '', '')"
"('sendRecvMsgFunc.', '', '')"
"('service.', '', '')"
"('set.', '', '')"
"('setuidCmd.', '', '')"
"('setupapi.', '', '')"
"('sha1.', '', '')"
"('shell.', '', '')"
"('shell32.', '', '')"
"('shellCmd.', '', '')"
"('sheller.', '', '')"
"('shields.', '', '')"
"('short.', '', '')"
"('sid.', '', '')"
"('signal.', '', '')"
"('signalNameMapOnce.', '', '')"
"('simpleVersionRegex.', '', '')"
"('skaffold.', '', '')"
"('slack.', '', '')"
"('sort.', '', '')"
"('sourceforge.', '', '')"
"('sourceware.', '', '')"
"('spf13.', '', '')"
"('sql.', '', '')"
"('src.', '', '')"
"('srcDirent.', '', '')"
"('ssv.', '', '')"
"('st.', '', '')"
"('stat.', '', '')"
"('statLE.', '', '')"
"('state.', '', '')"
"('status.', '', '')"
"('steve.', '', '')"
"('strconv.', '', '')"
"('strings.', '', '')"
"('sub.', '', '')"
"('subCmd.', '', '')"
"('substack.', '', '')"
"('swapencrypt.', '', '')"
"('sync.', '', '')"
"('syscall.', '', '')"
"('syscalls.', '', '')"
"('t.', '', '')"
"('tar.', '', '')"
"('tar.', '', '-rc7')"
"('tarWriter.', '', '')"
"('target.', '', '')"
"('tcp.', '', '')"
"('tcpStats.', '', '')"
"('tcpinfo.', '', '')"
"('tempFile.', '', '')"
"('template.', '', '')"
"('term.', '', '')"
"('terminal.', '', '')"
"('termios.', '', '')"
"('time.', '', '')"
"('timeMu.', '', '')"
"('timecounter.', '', '')"
"('timeout.', '', '')"
"('tm.', '', '')"
"('tml.', '', '')"
"('to.', '', '')"
"('traitor.', '', '')"
"('travis-ci.', '', '-ci')"
"('ts.', '', '')"
"('tty.', '', '')"
"('tv.', '', '')"
"('tvz.', '', '')"
"('types.', '', '')"
"('u.', '', '')"
"('udp.', '', '')"
"('uisv.', '', '')"
"('uname.', '', '')"
"('unicode.', '', '')"
"('unix.', '', '')"
"('unlicense.', '', '')"
"('unsafe.', '', '')"
"('unsafeheader.', '', '')"
"('used.', '', '')"
"('user.', '', '')"
"('user32.', '', '')"
"('userenv.', '', '')"
"('userspace-if.', '', '-if')"
"('utf16.', '', '')"
"('utf8.', '', '')"
"('uuid.', '', '')"
"('v.', '', '')"
"('v1.', '', '')"
"('val.', '', '')"
"('value.', '', '')"
"('version.', '', '')"
"('versions.', '', '')"
"('viper.', '', '')"
"('vm.', '', '')"
"('w.', '', '')"
"('waitResp.', '', '')"
"('watchdog-api.', '', '-api')"
"('watchdog.', '', '')"
"('werf.', '', '')"
"('wikipedia.', '', '')"
"('win32Error.', '', '')"
"('winHeapACL.', '', '')"
"('winHeapSD.', '', '')"
"('windows-and-upn-format-credentials.', '', '-credentials')"
"('windows.', '', '')"
"('wintrust.', '', '')"
"('writer.', '', '')"
"('ws.', '', '')"
"('wtsapi32.', '', '')"
"('x.', '', '')"
"('xRveGoW.', '', '')"
"('ycombinator.', '', '')"
"('your.', '', '')"
"('zsh.', '', '')"
