"('http://', 'ht', '', '.0.1:443/api/v1/nodes', '', '.0.1:443/api/v1/nodes')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/pti.md', '/', 'mzet-/les-res/blob/master/features/pti.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/refcount_full.md', '/', 'mzet-/les-res/blob/master/features/refcount_full.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/sched_stack_end_check.md', '/', 'mzet-/les-res/blob/master/features/sched_stack_end_check.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/slab_freelist_hardened.md', '/', 'mzet-/les-res/blob/master/features/slab_freelist_hardened.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/slab_freelist_random.md', '/', 'mzet-/les-res/blob/master/features/slab_freelist_random.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/slub_debug.md', '/', 'mzet-/les-res/blob/master/features/slub_debug.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/smap.md', '/', 'mzet-/les-res/blob/master/features/smap.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/smep.md', '/', 'mzet-/les-res/blob/master/features/smep.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/stackprotector-regular.md', '/', 'mzet-/les-res/blob/master/features/stackprotector-regular.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/stackprotector-strong.md', '/', 'mzet-/les-res/blob/master/features/stackprotector-strong.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/strict_devmem.md', '/', 'mzet-/les-res/blob/master/features/strict_devmem.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/strict_kernel_rwx.md', '/', 'mzet-/les-res/blob/master/features/strict_kernel_rwx.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/strict_module_rwx.md', '/', 'mzet-/les-res/blob/master/features/strict_module_rwx.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/user_ns.md', '/', 'mzet-/les-res/blob/master/features/user_ns.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/vmap_stack.md', '/', 'mzet-/les-res/blob/master/features/vmap_stack.md')"
"('https://', 'ht', 's', '/mzet-/les-res/blob/master/features/yama_ptrace_scope.md', '/', 'mzet-/les-res/blob/master/features/yama_ptrace_scope.md')"
"('https://', 'ht', 's', '/mzet-/linux-exploit-suggester', '/', 'mzet-/linux-exploit-suggester')"
"('https://', 'ht', 's', '/mzet-/linux-exploit-suggester/v1.1/linux-exploit-suggester.sh', '/', 'mzet-/linux-exploit-suggester/v1.1/linux-exploit-suggester.sh')"
"('https://', 'ht', 's', '/neargle/slidefiles/blob/main/2021%20WHC2021%20CDK-Also-a-Awesome-BugBounty-Tool-for-Cloud-Platform.pptx.pdf', '/', 'neargle/slidefiles/blob/main/2021%20WHC2021%20CDK-Also-a-Awesome-BugBounty-Tool-for-Cloud-Platform.pptx.pdf')"
"('https://', 'ht', 's', '/nova/rocky/user/metadata-service.html', '/', 'nova/rocky/user/metadata-service.html')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/34421.tar.gz', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/34421.tar.gz')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/39772.zip', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/39772.zip')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/40053.zip', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/40053.zip')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/41356.zip', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/41356.zip')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9435.tgz', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9435.tgz')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9436.tgz', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9436.tgz')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9574.tgz', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9574.tgz')"
"('https://', 'ht', 's', '/offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9641.tar.gz', '/', 'offensive-security/exploit-database-bin-sploits/raw/master/bin-sploits/9641.tar.gz')"
"('https://', 'ht', 's', '/offensive-security/exploitdb-bin-sploits/raw/master/bin-sploits/45886.zip', '/', 'offensive-security/exploitdb-bin-sploits/raw/master/bin-sploits/45886.zip')"
"('https://', 'ht', 's', '/offensive-security/exploitdb-bin-sploits/raw/master/bin-sploits/47133.zip', '/', 'offensive-security/exploitdb-bin-sploits/raw/master/bin-sploits/47133.zip')"
"('https://', 'ht', 's', '/oss-sec/2017/q1/184', '/', 'oss-sec/2017/q1/184')"
"('https://', 'ht', 's', '/p/project-zero/issues/detail?id=1072', '/', 'p/project-zero/issues/detail?id=1072')"
"('https://', 'ht', 's', '/p/project-zero/issues/detail?id=1712', '/', 'p/project-zero/issues/detail?id=1712')"
"('https://', 'ht', 's', '/p/project-zero/issues/detail?id=1903', '/', 'p/project-zero/issues/detail?id=1903')"
"('https://', 'ht', 's', '/p/project-zero/issues/detail?id=808', '/', 'p/project-zero/issues/detail?id=808')"
"('https://', 'ht', 's', '/page?n=01102015', '/', 'page?n=01102015')"
"('https://', 'ht', 's', '/page?n=02012016', '/', 'page?n=02012016')"
"('https://', 'ht', 's', '/posts/docker_escape', '/', 'posts/docker_escape')"
"('https://', 'ht', 's', '/questions/10485743/contains-method-for-a-slice', '/', 'questions/10485743/contains-method-for-a-slice')"
"('https://', 'ht', 's', '/questions/22892120/how-to-generate-a-random-string-of-a-fixed-length-in-go', '/', 'questions/22892120/how-to-generate-a-random-string-of-a-fixed-length-in-go')"
"('https://', 'ht', 's', '/questions/4023830/how-compare-two-strings-in-dot-separated-version-format-in-bash', '/', 'questions/4023830/how-compare-two-strings-in-dot-separated-version-format-in-bash')"
"('https://', 'ht', 's', '/questions/40682760/what-syscall-method-could-i-use-to-get-the-default-network-gateway', '/', 'questions/40682760/what-syscall-method-could-i-use-to-get-the-default-network-gateway')"
"('https://', 'ht', 's', '/questions/5884154/read-text-file-into-string-array-and-write', '/', 'questions/5884154/read-text-file-into-string-array-and-write')"
"('https://', 'ht', 's', '/rapid7/metasploit-framework/master/data/exploits/CVE-2016-8655/chocobo_root', '/', 'rapid7/metasploit-framework/master/data/exploits/CVE-2016-8655/chocobo_root')"
"('https://', 'ht', 's', '/rapid7/metasploit-framework/master/data/exploits/cve-2017-1000112/exploit.out', '/', 'rapid7/metasploit-framework/master/data/exploits/cve-2017-1000112/exploit.out')"
"('https://', 'ht', 's', '/rapid7/metasploit-framework/master/data/exploits/cve-2017-16995/exploit.out', '/', 'rapid7/metasploit-framework/master/data/exploits/cve-2017-16995/exploit.out')"
"('https://', 'ht', 's', '/rapid7/metasploit-framework/master/data/exploits/cve-2017-7308/exploit', '/', 'rapid7/metasploit-framework/master/data/exploits/cve-2017-7308/exploit')"
"('https://', 'ht', 's', '/rapid7/metasploit-framework/master/data/exploits/cve-2018-1000001/RationalLove', '/', 'rapid7/metasploit-framework/master/data/exploits/cve-2018-1000001/RationalLove')"
"('https://', 'ht', 's', '/saleemrashid/sudo-cve-2019-18634/raw/master/exploit.c', '/', 'saleemrashid/sudo-cve-2019-18634/raw/master/exploit.c')"
"('https://', 'ht', 's', '/security-research/pocs/linux/cve-2021-22555/writeup.html', '/', 'security-research/pocs/linux/cve-2021-22555/writeup.html')"
"('https://', 'ht', 's', '/sites/default/files/rh-cve-2016-5195_5.sh', '/', 'sites/default/files/rh-cve-2016-5195_5.sh')"
"('https://', 'ht', 's', '/stealth/troubleshooter/raw/master/straight-shooter.c', '/', 'stealth/troubleshooter/raw/master/straight-shooter.c')"
"('https://', 'ht', 's', '/taviso/0f02c255c13c5c113406/raw/eafac78dce51329b03bea7167f1271718bee4dcc/newpid.c', '/', 'taviso/0f02c255c13c5c113406/raw/eafac78dce51329b03bea7167f1271718bee4dcc/newpid.c')"
"('https://', 'ht', 's', '/taviso/fe359006836d6cd1091e/raw/32fe8481c434f8cad5bcf8529789231627e5074c/raceabrt.c', '/', 'taviso/fe359006836d6cd1091e/raw/32fe8481c434f8cad5bcf8529789231627e5074c/raceabrt.c')"
"('https://', 'ht', 's', '/thegrugq/status/677809527882813440', '/', 'thegrugq/status/677809527882813440')"
"('https://', 'ht', 's', '/torvalds/linux/blob/master/include/uapi/linux/capability.h', '/', 'torvalds/linux/blob/master/include/uapi/linux/capability.h')"
"('https://', 'ht', 's', '/uhost/guide/metadata/metadata-server', '/', 'uhost/guide/metadata/metadata-server')"
"('https://', 'ht', 's', '/wbowling/9d32492bd96d9e7c3bf52e23a0ac30a4/raw/959325819c78248a6437102bb289bb8578a135cd/cve-2018-5333-poc.c', '/', 'wbowling/9d32492bd96d9e7c3bf52e23a0ac30a4/raw/959325819c78248a6437102bb289bb8578a135cd/cve-2018-5333-poc.c')"
"('https://', 'ht', 's', '/web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/elflbl', '/', 'web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/elflbl')"
"('https://', 'ht', 's', '/web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/h00lyshit', '/', 'web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/h00lyshit')"
"('https://', 'ht', 's', '/web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/kmod2', '/', 'web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/kmod2')"
"('https://', 'ht', 's', '/web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/ptrace-kmod', '/', 'web/20111103042904/http://tarantula.by.ru/localroot/2.6.x/ptrace-kmod')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/full-nelson', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/full-nelson')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/full-nelson64', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/full-nelson64')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/memodipper', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/memodipper')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/memodipper64', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/memodipper64')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/ofs_32', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/ofs_32')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/ofs_64', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/ofs_64')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/perf_swevent', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/perf_swevent')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/perf_swevent64', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/perf_swevent64')"
"('https://', 'ht', 's', '/web/20160602192631/https://www.kernel-exploits.com/media/timeoutpwn64', '/', 'web/20160602192631/https://www.kernel-exploits.com/media/timeoutpwn64')"
"('https://', 'ht', 's', '/web/20160602192641/https://www.kernel-exploits.com/media/can_bcm', '/', 'web/20160602192641/https://www.kernel-exploits.com/media/can_bcm')"
"('https://', 'ht', 's', '/web/20160602192641/https://www.kernel-exploits.com/media/ptrace_kmod2-64', '/', 'web/20160602192641/https://www.kernel-exploits.com/media/ptrace_kmod2-64')"
"('https://', 'ht', 's', '/web/20160602192641/https://www.kernel-exploits.com/media/rds', '/', 'web/20160602192641/https://www.kernel-exploits.com/media/rds')"
"('https://', 'ht', 's', '/web/20160602192641/https://www.kernel-exploits.com/media/rds64', '/', 'web/20160602192641/https://www.kernel-exploits.com/media/rds64')"
"('https://', 'ht', 's', '/worawit/CVE-2021-3156/zip/main', '/', 'worawit/CVE-2021-3156/zip/main')"
"('https://', 'ht', 's', '/wywwzjj', '/', 'wywwzjj')"
"('https://', 'ht', 's', '/wywwzjj.png?size=40', '/', 'wywwzjj.png?size=40')"
"('https://', 'ht', 's', '/xairy/kernel-exploits/master/CVE-2016-2384/poc.c', '/', 'xairy/kernel-exploits/master/CVE-2016-2384/poc.c')"
"('https://', 'ht', 's', '/xairy/kernel-exploits/master/CVE-2016-9793/poc.c', '/', 'xairy/kernel-exploits/master/CVE-2016-9793/poc.c')"
"('https://', 'ht', 's', '/xairy/kernel-exploits/master/CVE-2017-1000112/poc.c', '/', 'xairy/kernel-exploits/master/CVE-2017-1000112/poc.c')"
"('https://', 'ht', 's', '/xairy/kernel-exploits/master/CVE-2017-7308/poc.c', '/', 'xairy/kernel-exploits/master/CVE-2017-7308/poc.c')"
"('https://', 'ht', 's', '/xairy/kernel-exploits/tree/master/CVE-2016-9793', '/', 'xairy/kernel-exploits/tree/master/CVE-2016-9793')"
"('https://', 'ht', 's', '/yeahx', '/', 'yeahx')"
"('https://', 'ht', 's', '/yeahx.png?size=40', '/', 'yeahx.png?size=40')"
"('https://', 'ht', 's', ':10250/kube-system/test1/test', '', ':10250/kube-system/test1/test')"
"('https://', 'ht', 's', ':2379', '', ':2379')"
"('https://', 'ht', 's', ':6443/api/v1/nodes', '', ':6443/api/v1/nodes')"
"('https://', 'ht', 's', ':6443/api/v1/nodes?watch', '', ':6443/api/v1/nodes?watch')"
"('www.', '', '', '', '', '')"
"('www.', 'ht', '', '/Security/2015/UserNamespaceOverlayfsSetuidWriteExec', '/', 'Security/2015/UserNamespaceOverlayfsSetuidWriteExec')"
"('www.', 'ht', '', '/archive/1/514379', '/', 'archive/1/514379')"
"('www.', 'ht', '', '/licenses', '/', 'licenses')"
"('www.', 'ht', '', '/licenses/LICENSE-2.0', '/', 'licenses/LICENSE-2.0')"
"('www.', 'ht', '', '/lists/oss-security/2013/04/29/1', '/', 'lists/oss-security/2013/04/29/1')"
"('www.', 'ht', '', '/lists/oss-security/2014/06/10/4', '/', 'lists/oss-security/2014/06/10/4')"
"('www.', 'ht', '', '/lists/oss-security/2014/07/08/16', '/', 'lists/oss-security/2014/07/08/16')"
"('www.', 'ht', '', '/lists/oss-security/2015/08/04/8', '/', 'lists/oss-security/2015/08/04/8')"
"('www.', 'ht', '', '/lists/oss-security/2016/12/06/1', '/', 'lists/oss-security/2016/12/06/1')"
"('www.', 'ht', '', '/lists/oss-security/2017/01/26/2', '/', 'lists/oss-security/2017/01/26/2')"
"('www.', 'ht', '', '/lists/oss-security/2017/02/22/3', '/', 'lists/oss-security/2017/02/22/3')"
"('www.', 'ht', '', '/lists/oss-security/2017/08/13/1', '/', 'lists/oss-security/2017/08/13/1')"
"('www.', 'ht', '', '/static/doc/CVE-2016-1531.txt', '/', 'static/doc/CVE-2016-1531.txt')"
"('www.', 'ht', 's', '/2015/07/23/cve-2015-3245-cve-2015-3246/cve-2015-3245-cve-2015-3246.txt', '/', '2015/07/23/cve-2015-3245-cve-2015-3246/cve-2015-3245-cve-2015-3246.txt')"
"('www.', 'ht', 's', '/2017/05/30/cve-2017-1000367/linux_sudo_cve-2017-1000367.c', '/', '2017/05/30/cve-2017-1000367/linux_sudo_cve-2017-1000367.c')"
"('www.', 'ht', 's', '/2017/06/19/stack-clash/linux_ldso_dynamic.c', '/', '2017/06/19/stack-clash/linux_ldso_dynamic.c')"
"('www.', 'ht', 's', '/2017/06/19/stack-clash/linux_ldso_hwcap.c', '/', '2017/06/19/stack-clash/linux_ldso_hwcap.c')"
"('www.', 'ht', 's', '/2017/06/19/stack-clash/linux_ldso_hwcap_64.c', '/', '2017/06/19/stack-clash/linux_ldso_hwcap_64.c')"
"('www.', 'ht', 's', '/2017/06/19/stack-clash/linux_offset2lib.c', '/', '2017/06/19/stack-clash/linux_offset2lib.c')"
"('www.', 'ht', 's', '/2017/06/19/stack-clash/stack-clash.txt', '/', '2017/06/19/stack-clash/stack-clash.txt')"
"('www.', 'ht', 's', '/2017/09/26/linux-pie-cve-2017-1000253/cve-2017-1000253.c', '/', '2017/09/26/linux-pie-cve-2017-1000253/cve-2017-1000253.c')"
"('www.', 'ht', 's', '/2017/09/26/linux-pie-cve-2017-1000253/cve-2017-1000253.txt', '/', '2017/09/26/linux-pie-cve-2017-1000253/cve-2017-1000253.txt')"
"('www.', 'ht', 's', '/2018/10/cve-2018-14665-xorg-x-server.html', '/', '2018/10/cve-2018-14665-xorg-x-server.html')"
"('www.', 'ht', 's', '/2019/06/05/cve-2019-10149/return-wizard-rce-exim.txt', '/', '2019/06/05/cve-2019-10149/return-wizard-rce-exim.txt')"
"('www.', 'ht', 's', '/2021/01/26/cve-2021-3156/baron-samedit-heap-based-overflow-sudo.txt', '/', '2021/01/26/cve-2021-3156/baron-samedit-heap-based-overflow-sudo.txt')"
"('www.', 'ht', 's', '/2022/01/25/cve-2021-4034/pwnkit.txt', '/', '2022/01/25/cve-2021-4034/pwnkit.txt')"
"('www.', 'ht', 's', '/Protocols/HTTP/HTRESP.html', '/', 'Protocols/HTTP/HTRESP.html')"
"('www.', 'ht', 's', '/Security/2017/LibcRealpathBufferUnderflow', '/', 'Security/2017/LibcRealpathBufferUnderflow')"
"('www.', 'ht', 's', '/Security/2017/LibcRealpathBufferUnderflow/RationalLove.c', '/', 'Security/2017/LibcRealpathBufferUnderflow/RationalLove.c')"
"('www.', 'ht', 's', '/alerts/linux_tty.html', '/', 'alerts/linux_tty.html')"
"('www.', 'ht', 's', '/asia-21/arsenal/schedule/index.html#cdk-zero-dependency-container-penetration-toolkit-22422', '/', 'asia-21/arsenal/schedule/index.html#cdk-zero-dependency-container-penetration-toolkit-22422')"
"('www.', 'ht', 's', '/disclosures/cve-2020-9470.php', '/', 'disclosures/cve-2020-9470.php')"
"('www.', 'ht', 's', '/disclosures/cve-2020-9470.sh', '/', 'disclosures/cve-2020-9470.sh')"
"('www.', 'ht', 's', '/download', '/', 'download')"
"('www.', 'ht', 's', '/download/40847', '/', 'download/40847')"
"('www.', 'ht', 's', '/exploits', '/', 'exploits')"
"('www.', 'ht', 's', '/exploits/41154', '/', 'exploits/41154')"
"('www.', 'ht', 's', '/lists/oss-security/2011/08/13/2', '/', 'lists/oss-security/2011/08/13/2')"
"('www.', 'ht', 's', '/lists/oss-security/2015/12/01/1', '/', 'lists/oss-security/2015/12/01/1')"
"('www.', 'ht', 's', '/lists/oss-security/2015/12/01/1/1', '/', 'lists/oss-security/2015/12/01/1/1')"
"('www.', 'ht', 's', '/lists/oss-security/2017/01/27/7', '/', 'lists/oss-security/2017/01/27/7')"
"('www.', 'ht', 's', '/lists/oss-security/2017/01/27/7/1', '/', 'lists/oss-security/2017/01/27/7/1')"
"('www.', 'ht', 's', '/post/kernel-pwning-with-ebpf-a-love-story', '/', 'post/kernel-pwning-with-ebpf-a-love-story')"
"('www.', 'ht', 's', '/posts/finding-a-decade-old-flaw-in-gnu-mailutils', '/', 'posts/finding-a-decade-old-flaw-in-gnu-mailutils')"
"('www.', 'ht', 's', '/watch?v=CH7S5rE3j8w', '/', 'watch?v=CH7S5rE3j8w')"
