									# 'Vulnerable': "",\n"".join([i+"" - ""+vulns[i] for i in vulns.keys()]),"
									# Parse Group Policy Preferences
									# Parse Registry Settings
									# Parse Security Settings (GptTmpl.inf)
									# Parse Startup/Shutdown Scripts
									#'Description': vulns['ESC1']
							# And answer 404 not found"
							# Let's try for the TGT and go from there
							# Match the value"
							# Return Multi-Status status code to WebDAV servers"
							# Serve image and return 200 if --serve-image option has been set by user"
						# Handle regular attributes with = or similar comparison operator
						# Let's grab our next target
						# Match comparison operator for regular attributes"
						# Match the comparison operator"
						# We have the next target, let's keep relaying..."
						# retrieve domain information from CCache file if needed
						# retrieve user information from CCache file if needed"
					   # No cache present
					# Check if there's an extensible match filter (OID with colons)"
					# Connection failed
					# Let's try for the TGT and go from there
					# Resolve Vulnerable (With resolvesids)"
					# Return a generator that yields each cached result
					# only import if used
					# which we don't want
				# Check if memberOf is in attributes
				# Check if objectSid is in attributes
				# Connect to SYSVOL share"
				# Handle attributes with potential extensible match
				# No cache present
				# Oid"
				# Parse Machine Configuration"
				# Parse User Configuration"
				# Process Machine Configuration"
				# Process User Configuration (similar structure to Machine Configuration)"
				# Resolve Vulnerable (Without resolvesids)"
				# Schema is in the root domain (take if from schemaNamingContext to be sure)
				# TODO: Return entries
				# The connection timed-out. Let's try to bring it back next round
				# avoid dupes"
				# check if domain is empty"
				# get enrollment rights"
				# havent support kerberos authentication yet
				# print(enrollment_flag)
				# resolve sid from delegateObj
				# retrieve domain information from CCache file if needed
				# retrieve user information from CCache file if needed"
				# setting back to default"
				#In case the value a Distinguished Name we retransform it into a list to append it"
				#In case the value is a Distinguished Name
				#template = template.entry_writable()
			#    continue
			#    dnshostname = _entries['attributes']['dnsHostName']
			#    dnshostname = _entries['attributes']['dnsHostName'][0]
			# Check if the command was parsed successfully"
			# Check if the module is specified"
			# Create new CustomExtendedOperationsRoot instance with updated settings"
			# Enabled
			# Execute the command using PowerView"
			# Get groups that user is member of"
			# Get the command from the request
			# Get user DN and search for nested groups in one LDAP query
			# Let's build a NegTokenInit with a Kerberos REQ_AP"
			# Make the result serializable"
			# Match the end of a group
			# Match the start of a group"
			# Parse the command arguments using PowerView's argument parser"
			# Parse the command using shlex"
			# Return the result along with pv_args"
			# Search for direct group memberships"
			# Search for user DN and nested groups in one query"
			# Update powerview args"
			# Vulnerable"
			# check for web enrollment
			# check if domain is empty"
			# check if value is a file"
			# open service handle
			# query for other cert template
			# resolve msDS-AllowedToActOnBehalfOfOtherIdentity
			# resolve msDS-AllowedToActOnBehalfOfOtherIdentity"
			# resolve msDS-GroupMSAMembership"
			# resolve sid"
			#dn_parser.dn_random_oid()
			#else:
			#if not dnshostname:
			#pprint(modified_dn)
			#pprint(parser.get_parsed_structure())
			#pprint(tokenized_filter)
"# Since these two flags are the same for Allowed and Denied access, the same class will be used from 'ldaptypes'"
#
#       (play with userAccountControl)
#   - access_mask : the allowed access mask
#   - ace_type : the ACE type (allowed or denied)
#   - sid : the principal's SID
#   Alberto Solino (@agsolino)
#   Allows to use SAMR over SMB (this way is used by modern Windows computer when
#   Charlie BROMBERG (@_nwodtuhs)
#   Dirk-jan Mollema (@_dirkjan) / Fox-IT (https://www.fox-it.com)
#   Guillaume DAUMAS (@BlWasp_)
#   Helper functions for kerberos
#   JaGoTu (@jagotu)
#   LDAP Attack Class
#   LDAP(s) protocol relay attack
#   Lucien DOUSTALY (@Wlayzz)
#   Original idea of implementing this in Python belongs to @skelsec and his
#   Python script to read and manage the Discretionary Access Control List of an object
#   This is part of the kerberoast attack researched by Tim Medin (@timmedin) and detailed at
#   This module will try to find Service Principal Names that are associated with normal user account.
#   This script will add a computer account to the domain and set its password.
#   [ ]: Complete the process of joining a client computer to a domain via the SAMR protocol
#   [X] Add the capability for requesting TGS and output them in JtR/hashcat format
#   adding machines through the GUI) and LDAPS.
#   bruteforcing attack of the SPNs account NTLM hash if we can gather valid TGS for those SPNs.
#   https://files.sans.org/summit/hackfest2014/PDFs/Kicking%20the%20Guard%20Dog%20of%20Hades%20-%20Attacking%20Microsoft%20Kerberos%20%20-%20Tim%20Medin(1).pdf
#   https://github.com/skelsec/PyKerberoast project
# ACE flags enum"
# Access Mask enum"
# Access mask permits to encode principal's rights to an object. This is the rights the principal behind the specified SID has
# Author:
# Author: Alberto Solino (@agsolino)
# Authors:
# Builds a standard ACE for a specified access mask (rights) and a specified SID (the principal who obtains the right)"
# Check if an ACE allows for adding members"
# Check if an ACE allows for creation of users"
# Create an ALLOW ACE with the specified sid"
# Create an object ACE with the specified privguid and our sid"
# DCE RPC Helpers
# Define global variables to prevent dumping the domain twice"
# Del computer if we have rights."
# Description:
# GPO"
# GUID rights enum"
# GUID thats permits to identify extended rights in an ACE
# Impacket - Collection of Python classes for working with network protocols.
# Mask ObjectType field enum"
# New ACE at the end of SACL for inheritance and access return system-audit
# Our random number generator"
# Possible values for the Mask field in object-specific ACE (permitting to specify extended rights in the ObjectType field for example)
# Reference for:
# Retrieved from Windows 2022 server via LDAP (CN=Extended-Rights,CN=Configuration,DC=...)"
# SECUREAUTH LABS. Copyright (C) 2021 SecureAuth Corporation. All rights reserved.
# SECUREAUTH LABS. Copyright (C) 2022 SecureAuth Corporation. All rights reserved.
# SECUREAUTH LABS. Copyright 2019 SecureAuth Corporation. All rights reserved.
# Simple permissions are combinaisons of extended permissions
# Simple permissions enum"
# Some missing structures here that I skipped"
# This is new from ldap3 v2.5"
# This software is provided under a slightly modified version
# This software is provided under under a slightly modified version
# ToDo:
# Universal SIDs"
# and to prevent privilege escalating more than once
# codes taken from https://github.com/ly4k/Certipy/blob/main/certipy/lib/certificate.py
# define our clear function"
# for more information.
# for relay used
# https://docs.microsoft.com/en-us/dotnet/api/system.directoryservices.activedirectoryrights?view=net-5.0"
# https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-crtd/ec71fd43-61c2-407b-83c9-b52272dec8a1"
# https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-crtd/f6122d87-b999-4b92-bff8-f465e8949667"
# https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-dtyp/72e7c7ea-bc02-4c74-a619-818a16bf6adb
# https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-dtyp/7a53f60e-e730-4dfe-bbe9-b21b62eb790b
# https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-dtyp/c79a383c-2b3f-4655-abe7-dcbb7ce0cfbe
# https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2003/cc783530(v=ws.10)?redirectedfrom=MSDN
# https://docs.microsoft.com/en-us/windows/win32/adschema/a-rightsguid
# https://docs.microsoft.com/en-us/windows/win32/api/iads/ne-iads-ads_rights_enum?redirectedfrom=MSDN
# https://docs.microsoft.com/en-us/windows/win32/api/securitybaseapi/nf-securitybaseapi-addauditaccessobjectace
# https://docs.microsoft.com/en-us/windows/win32/api/winnt/ns-winnt-access_allowed_object_ace
# https://github.com/GhostPack/Certify/blob/2b1530309c0c5eaf41b2505dfd5a68c83403d031/Certify/Domain/CertificateAuthority.cs#L11"
# https://github.com/GhostPack/Certify/blob/2b1530309c0c5eaf41b2505dfd5a68c83403d031/Certify/Domain/CertificateAuthority.cs#L23"
# https://github.com/dirkjanm/krbrelayx/blob/master/dnstool.py"
# https://ldapwiki.com/wiki/Common%20Active%20Directory%20Bind%20Errors"
# https://stackoverflow.com/questions/14591168/argparse-dont-show-usage-on-h"
# https://www.pkisolutions.com/object-identifiers-oid-in-pki/"
# of the Apache Software License. See the accompanying LICENSE file
# original script: https://gist.github.com/GeisericII/6849bc86620c7a764d88502df5187bd0
# store discovered sids"
#!/usr/bin/env python
#!/usr/bin/env python3
################################################################################
################################################################################"
#gMSA structure"
#stolen from https://github.com/ly4k/Certipy"
'''{self.__newline.ljust(self.get_max_len(list(entry['attributes'].keys()))+3)}'''
