"('HTTP://', 'HT', '', ':80', '', ':80')"
"('https://', 'ht', 's', '/babel-plugin-transform-es2015-shorthand-properties/-/babel-plugin-transform-es2015-shorthand-properties-6.24.1.tgz#24f875d6721c87661bbd99a4622e51f14de38aa0', '/', 'babel-plugin-transform-es2015-shorthand-properties/-/babel-plugin-transform-es2015-shorthand-properties-6.24.1.tgz#24f875d6721c87661bbd99a4622e51f14de38aa0')"
"('https://', 'ht', 's', '/babel-plugin-transform-es2015-spread/-/babel-plugin-transform-es2015-spread-6.22.0.tgz#d6d68a99f89aedc4536c81a542e8dd9f1746f8d1', '/', 'babel-plugin-transform-es2015-spread/-/babel-plugin-transform-es2015-spread-6.22.0.tgz#d6d68a99f89aedc4536c81a542e8dd9f1746f8d1')"
"('https://', 'ht', 's', '/babel-plugin-transform-es2015-sticky-regex/-/babel-plugin-transform-es2015-sticky-regex-6.24.1.tgz#00c1cdb1aca71112cdf0cf6126c2ed6b457ccdbc', '/', 'babel-plugin-transform-es2015-sticky-regex/-/babel-plugin-transform-es2015-sticky-regex-6.24.1.tgz#00c1cdb1aca71112cdf0cf6126c2ed6b457ccdbc')"
"('https://', 'ht', 's', '/babel-plugin-transform-es2015-template-literals/-/babel-plugin-transform-es2015-template-literals-6.22.0.tgz#a84b3450f7e9f8f1f6839d6d687da84bb1236d8d', '/', 'babel-plugin-transform-es2015-template-literals/-/babel-plugin-transform-es2015-template-literals-6.22.0.tgz#a84b3450f7e9f8f1f6839d6d687da84bb1236d8d')"
"('https://', 'ht', 's', '/babel-plugin-transform-es2015-typeof-symbol/-/babel-plugin-transform-es2015-typeof-symbol-6.23.0.tgz#dec09f1cddff94b52ac73d505c84df59dcceb372', '/', 'babel-plugin-transform-es2015-typeof-symbol/-/babel-plugin-transform-es2015-typeof-symbol-6.23.0.tgz#dec09f1cddff94b52ac73d505c84df59dcceb372')"
"('https://', 'ht', 's', '/babel-plugin-transform-es2015-unicode-regex/-/babel-plugin-transform-es2015-unicode-regex-6.24.1.tgz#d38b12f42ea7323f729387f18a7c5ae1faeb35e9', '/', 'babel-plugin-transform-es2015-unicode-regex/-/babel-plugin-transform-es2015-unicode-regex-6.24.1.tgz#d38b12f42ea7323f729387f18a7c5ae1faeb35e9')"
"('https://', 'ht', 's', '/babel-plugin-transform-exponentiation-operator/-/babel-plugin-transform-exponentiation-operator-6.24.1.tgz#2ab0c9c7f3098fa48907772bb813fe41e8de3a0e', '/', 'babel-plugin-transform-exponentiation-operator/-/babel-plugin-transform-exponentiation-operator-6.24.1.tgz#2ab0c9c7f3098fa48907772bb813fe41e8de3a0e')"
"('https://', 'ht', 's', '/babel-plugin-transform-regenerator/-/babel-plugin-transform-regenerator-6.26.0.tgz#e0703696fbde27f0a3efcacf8b4dca2f7b3a8f2f', '/', 'babel-plugin-transform-regenerator/-/babel-plugin-transform-regenerator-6.26.0.tgz#e0703696fbde27f0a3efcacf8b4dca2f7b3a8f2f')"
"('https://', 'ht', 's', '/babel-plugin-transform-strict-mode/-/babel-plugin-transform-strict-mode-6.24.1.tgz#d5faf7aa578a65bbe591cf5edae04a0c67020758', '/', 'babel-plugin-transform-strict-mode/-/babel-plugin-transform-strict-mode-6.24.1.tgz#d5faf7aa578a65bbe591cf5edae04a0c67020758')"
"('https://', 'ht', 's', '/babel-polyfill/-/babel-polyfill-6.26.0.tgz#379937abc67d7895970adc621f284cd966cf2153', '/', 'babel-polyfill/-/babel-polyfill-6.26.0.tgz#379937abc67d7895970adc621f284cd966cf2153')"
"('https://', 'ht', 's', '/babel-preset-es2015/-/babel-preset-es2015-6.24.1.tgz#d44050d6bc2c9feea702aaf38d727a0210538939', '/', 'babel-preset-es2015/-/babel-preset-es2015-6.24.1.tgz#d44050d6bc2c9feea702aaf38d727a0210538939')"
"('https://', 'ht', 's', '/babel-preset-es2016/-/babel-preset-es2016-6.24.1.tgz#f900bf93e2ebc0d276df9b8ab59724ebfd959f8b', '/', 'babel-preset-es2016/-/babel-preset-es2016-6.24.1.tgz#f900bf93e2ebc0d276df9b8ab59724ebfd959f8b')"
"('https://', 'ht', 's', '/babel-preset-es2017/-/babel-preset-es2017-6.24.1.tgz#597beadfb9f7f208bcfd8a12e9b2b29b8b2f14d1', '/', 'babel-preset-es2017/-/babel-preset-es2017-6.24.1.tgz#597beadfb9f7f208bcfd8a12e9b2b29b8b2f14d1')"
"('https://', 'ht', 's', '/babel-preset-latest/-/babel-preset-latest-6.24.1.tgz#677de069154a7485c2d25c577c02f624b85b85e8', '/', 'babel-preset-latest/-/babel-preset-latest-6.24.1.tgz#677de069154a7485c2d25c577c02f624b85b85e8')"
"('https://', 'ht', 's', '/babel-register/-/babel-register-6.26.0.tgz#6ed021173e2fcb486d7acb45c6009a856f647071', '/', 'babel-register/-/babel-register-6.26.0.tgz#6ed021173e2fcb486d7acb45c6009a856f647071')"
"('https://', 'ht', 's', '/babel-runtime/-/babel-runtime-6.26.0.tgz#965c7058668e82b55d7bfe04ff2337bc8b5647fe', '/', 'babel-runtime/-/babel-runtime-6.26.0.tgz#965c7058668e82b55d7bfe04ff2337bc8b5647fe')"
"('https://', 'ht', 's', '/babel-template/-/babel-template-6.26.0.tgz#de03e2d16396b069f46dd9fff8521fb1a0e35e02', '/', 'babel-template/-/babel-template-6.26.0.tgz#de03e2d16396b069f46dd9fff8521fb1a0e35e02')"
"('https://', 'ht', 's', '/babel-traverse/-/babel-traverse-6.26.0.tgz#46a9cbd7edcc62c8e5c064e2d2d8d0f4035766ee', '/', 'babel-traverse/-/babel-traverse-6.26.0.tgz#46a9cbd7edcc62c8e5c064e2d2d8d0f4035766ee')"
"('https://', 'ht', 's', '/babel-types/-/babel-types-6.26.0.tgz#a3b073f94ab49eb6fa55cd65227a334380632497', '/', 'babel-types/-/babel-types-6.26.0.tgz#a3b073f94ab49eb6fa55cd65227a334380632497')"
"('https://', 'ht', 's', '/babel/babel/pull/4988', '/', 'babel/babel/pull/4988')"
"('https://', 'ht', 's', '/babel/babylon/pull/761/files', '/', 'babel/babylon/pull/761/files')"
"('https://', 'ht', 's', '/babylon/-/babylon-6.18.0.tgz#af2f3b88fa6f5c1e4c634d1a0f8eac4f55b395e3', '/', 'babylon/-/babylon-6.18.0.tgz#af2f3b88fa6f5c1e4c634d1a0f8eac4f55b395e3')"
"('https://', 'ht', 's', '/backstage/backstage/issues/10343', '/', 'backstage/backstage/issues/10343')"
"('https://', 'ht', 's', '/badge', '/', 'badge')"
"('https://', 'ht', 's', '/badge.svg', '/', 'badge.svg')"
"('https://', 'ht', 's', '/badge/PRs/welcome/green?cache=300', '/', 'badge/PRs/welcome/green?cache=300')"
"('https://', 'ht', 's', '/badge/Security-Responsible%20Disclosure-green.svg', '/', 'badge/Security-Responsible%20Disclosure-green.svg')"
"('https://', 'ht', 's', '/badge/badge.svg', '/', 'badge/badge.svg')"
"('https://', 'ht', 's', '/badge/chat/on%20gitter/46BC99?icon=gitter', '/', 'badge/chat/on%20gitter/46BC99?icon=gitter')"
"('https://', 'ht', 's', '/badge/code%20style-standard-brightgreen.svg', '/', 'badge/code%20style-standard-brightgreen.svg')"
"('https://', 'ht', 's', '/badge/code%20style/airbnb%20%2B%20prettier/ff5a5f?icon=airbnb&cache=300', '/', 'badge/code%20style/airbnb%20%2B%20prettier/ff5a5f?icon=airbnb&cache=300')"
"('https://', 'ht', 's', '/badge/code_style-XO-5ed9c7.svg', '/', 'badge/code_style-XO-5ed9c7.svg')"
"('https://', 'ht', 's', '/badge/code_style-standard-brightgreen.svg', '/', 'badge/code_style-standard-brightgreen.svg')"
"('https://', 'ht', 's', '/badge/conventional%20commits/v1.0.0/green?cache=300', '/', 'badge/conventional%20commits/v1.0.0/green?cache=300')"
"('https://', 'ht', 's', '/badge/gitter-join_chat-blue.svg?style=flat-square', '/', 'badge/gitter-join_chat-blue.svg?style=flat-square')"
"('https://', 'ht', 's', '/badge/ko-fi/support/29abe0c2?cache=300&icon=https://rawcdn.githack.com/tunnckoCore/badgen-icons/f8264c6414e0bec449dd86f2241d50a9b89a1203/icons/kofi.svg', '/', 'badge/ko-fi/support/29abe0c2?cache=300&icon=https://rawcdn.githack.com/tunnckoCore/badgen-icons/f8264c6414e0bec449dd86f2241d50a9b89a1203/icons/kofi.svg')"
"('https://', 'ht', 's', '/badge/libera/manifesto/grey', '/', 'badge/libera/manifesto/grey')"
"('https://', 'ht', 's', '/badge/made_with-lass-95CC28.svg', '/', 'badge/made_with-lass-95CC28.svg')"
"('https://', 'ht', 's', '/badge/node', '/', 'badge/node')"
"('https://', 'ht', 's', '/badge/readme-tested-brightgreen.svg?style=flat', '/', 'badge/readme-tested-brightgreen.svg?style=flat')"
"('https://', 'ht', 's', '/badge/release-v2.1.15-blue.svg?style=flat-square', '/', 'badge/release-v2.1.15-blue.svg?style=flat-square')"
"('https://', 'ht', 's', '/badge/renovate/enabled/green?cache=300', '/', 'badge/renovate/enabled/green?cache=300')"
"('https://', 'ht', 's', '/badge/styled_with-prettier-ff69b4.svg', '/', 'badge/styled_with-prettier-ff69b4.svg')"
"('https://', 'ht', 's', '/badge/tidelift/subscription/4B5168?labelColor=F6914D', '/', 'badge/tidelift/subscription/4B5168?labelColor=F6914D')"
"('https://', 'ht', 's', '/badgesize/gzip/https://cdn.jsdelivr.net/npm/marked/marked.min.js', '/', 'badgesize/gzip/https://cdn.jsdelivr.net/npm/marked/marked.min.js')"
"('https://', 'ht', 's', '/bagder/curl/blob/6beb0eee/lib/http.c#L710', '/', 'bagder/curl/blob/6beb0eee/lib/http.c#L710')"
"('https://', 'ht', 's', '/bagder/curl/blob/master/lib/http_digest.c', '/', 'bagder/curl/blob/master/lib/http_digest.c')"
"('https://', 'ht', 's', '/bahamas10', '/', 'bahamas10')"
"('https://', 'ht', 's', '/bahamas10/node-ssh-fingerprint', '/', 'bahamas10/node-ssh-fingerprint')"
"('https://', 'ht', 's', '/balanced-match/-/balanced-match-1.0.0.tgz#89b4d199ab2bee49de164ea02b89ce462d71b767', '/', 'balanced-match/-/balanced-match-1.0.0.tgz#89b4d199ab2bee49de164ea02b89ce462d71b767')"
"('https://', 'ht', 's', '/base/-/base-0.11.2.tgz#7bde5ced145b6d551a90db87f83c558b4eb48a8f', '/', 'base/-/base-0.11.2.tgz#7bde5ced145b6d551a90db87f83c558b4eb48a8f')"
"('https://', 'ht', 's', '/base62/-/base62-0.1.1.tgz', '/', 'base62/-/base62-0.1.1.tgz')"
"('https://', 'ht', 's', '/bcrypt-pbkdf/download/bcrypt-pbkdf-1.0.2.tgz', '/', 'bcrypt-pbkdf/download/bcrypt-pbkdf-1.0.2.tgz')"
"('https://', 'ht', 's', '/beatgammit/base64-js', '/', 'beatgammit/base64-js')"
"('https://', 'ht', 's', '/beautify-web/js-beautify', '/', 'beautify-web/js-beautify')"
"('https://', 'ht', 's', '/benjamincoe', '/', 'benjamincoe')"
"('https://', 'ht', 's', '/benjamn/ast-types', '/', 'benjamn/ast-types')"
"('https://', 'ht', 's', '/benjamn/ast-types.png?branch=master', '/', 'benjamn/ast-types.png?branch=master')"
"('https://', 'ht', 's', '/benjamn/ast-types/blob/master/def/core.js', '/', 'benjamn/ast-types/blob/master/def/core.js')"
"('https://', 'ht', 's', '/benjamn/ast-types/workflows/CI/badge.svg', '/', 'benjamn/ast-types/workflows/CI/badge.svg')"
"('https://', 'ht', 's', '/benjamn/private', '/', 'benjamn/private')"
"('https://', 'ht', 's', '/benjamn/private.png?branch=master', '/', 'benjamn/private.png?branch=master')"
"('https://', 'ht', 's', '/benjamn/recast', '/', 'benjamn/recast')"
"('https://', 'ht', 's', '/benjamn/recast.svg?branch=master', '/', 'benjamn/recast.svg?branch=master')"
"('https://', 'ht', 's', '/benjamn/recast?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge', '/', 'benjamn/recast?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge')"
"('https://', 'ht', 's', '/benkroeger/redis-cookie-store', '/', 'benkroeger/redis-cookie-store')"
"('https://', 'ht', 's', '/bestiejs/punycode.js', '/', 'bestiejs/punycode.js')"
"('https://', 'ht', 's', '/bestiejs/punycode.js.git', '/', 'bestiejs/punycode.js.git')"
"('https://', 'ht', 's', '/bestiejs/punycode.js.svg', '/', 'bestiejs/punycode.js.svg')"
"('https://', 'ht', 's', '/bestiejs/punycode.js.svg?branch=master', '/', 'bestiejs/punycode.js.svg?branch=master')"
"('https://', 'ht', 's', '/bestiejs/punycode.js/issues', '/', 'bestiejs/punycode.js/issues')"
"('https://', 'ht', 's', '/bestiejs/punycode.js/releases/tag/v1.4.1', '/', 'bestiejs/punycode.js/releases/tag/v1.4.1')"
"('https://', 'ht', 's', '/binary-extensions/-/binary-extensions-1.13.1.tgz#598afe54755b2868a5330d2aff9d4ebb53209b65', '/', 'binary-extensions/-/binary-extensions-1.13.1.tgz#598afe54755b2868a5330d2aff9d4ebb53209b65')"
"('https://', 'ht', 's', '/binary-extensions/-/binary-extensions-2.1.0.tgz#30fa40c9e7fe07dbc895678cd287024dea241dd9', '/', 'binary-extensions/-/binary-extensions-2.1.0.tgz#30fa40c9e7fe07dbc895678cd287024dea241dd9')"
"('https://', 'ht', 's', '/binary-search-tree/-/binary-search-tree-0.2.5.tgz', '/', 'binary-search-tree/-/binary-search-tree-0.2.5.tgz')"
"('https://', 'ht', 's', '/bindings/-/bindings-1.5.0.tgz#10353c9e945334bc0511a6d90b38fbc7c9c504df', '/', 'bindings/-/bindings-1.5.0.tgz#10353c9e945334bc0511a6d90b38fbc7c9c504df')"
"('https://', 'ht', 's', '/bitinn/node-fetch', '/', 'bitinn/node-fetch')"
"('https://', 'ht', 's', '/blog/2020/08/14/ajv-joins-openjs-foundation-as-an-incubation-project', '/', 'blog/2020/08/14/ajv-joins-openjs-foundation-as-an-incubation-project')"
"('https://', 'ht', 's', '/blueimp/JavaScript-MD5', '/', 'blueimp/JavaScript-MD5')"
"('https://', 'ht', 's', '/bmeck/node-cookiejar.git', '/', 'bmeck/node-cookiejar.git')"
"('https://', 'ht', 's', '/bmeck/node-cookiejar/dev-status.svg', '/', 'bmeck/node-cookiejar/dev-status.svg')"
"('https://', 'ht', 's', '/bmeck/node-cookiejar?type=dev', '/', 'bmeck/node-cookiejar?type=dev')"
"('https://', 'ht', 's', '/bnjmnt4n/lodash-cli.git', '/', 'bnjmnt4n/lodash-cli.git')"
"('https://', 'ht', 's', '/bnoordhuis/node-iconv', '/', 'bnoordhuis/node-iconv')"
"('https://', 'ht', 's', '/bnoordhuis/punycode/blob/master/punycode.c', '/', 'bnoordhuis/punycode/blob/master/punycode.c')"
"('https://', 'ht', 's', '/boolbase/download/boolbase-1.0.0.tgz', '/', 'boolbase/download/boolbase-1.0.0.tgz')"
"('https://', 'ht', 's', '/brace-expansion/-/brace-expansion-1.1.11.tgz#3c7fcbf529d87226f3d2f52b966ff5271eb441dd', '/', 'brace-expansion/-/brace-expansion-1.1.11.tgz#3c7fcbf529d87226f3d2f52b966ff5271eb441dd')"
"('https://', 'ht', 's', '/braces/-/braces-1.8.5.tgz#ba77962e12dff969d6b76711e914b737857bf6a7', '/', 'braces/-/braces-1.8.5.tgz#ba77962e12dff969d6b76711e914b737857bf6a7')"
"('https://', 'ht', 's', '/braces/-/braces-2.3.2.tgz#5979fd3f14cd531565e5fa2df1abfff1dfaee729', '/', 'braces/-/braces-2.3.2.tgz#5979fd3f14cd531565e5fa2df1abfff1dfaee729')"
"('https://', 'ht', 's', '/braces/-/braces-3.0.2.tgz#3454e1a462ee8d599e236df336cd9ea4f8afe107', '/', 'braces/-/braces-3.0.2.tgz#3454e1a462ee8d599e236df336cd9ea4f8afe107')"
"('https://', 'ht', 's', '/brainafk', '/', 'brainafk')"
"('https://', 'ht', 's', '/braveg1rl/performance-now', '/', 'braveg1rl/performance-now')"
"('https://', 'ht', 's', '/braveg1rl/performance-now.png', '/', 'braveg1rl/performance-now.png')"
"('https://', 'ht', 's', '/braveg1rl/performance-now.png?branch=master', '/', 'braveg1rl/performance-now.png?branch=master')"
"('https://', 'ht', 's', '/braveg1rl/performance-now/issues', '/', 'braveg1rl/performance-now/issues')"
"('https://', 'ht', 's', '/brettstimmerman/mensch', '/', 'brettstimmerman/mensch')"
"('https://', 'ht', 's', '/broofa/mime', '/', 'broofa/mime')"
"('https://', 'ht', 's', '/broofa/mime-score', '/', 'broofa/mime-score')"
"('https://', 'ht', 's', '/broofa/mime.svg?branch=master', '/', 'broofa/mime.svg?branch=master')"
"('https://', 'ht', 's', '/broofa/mime/commit/10f82ac', '/', 'broofa/mime/commit/10f82ac')"
"('https://', 'ht', 's', '/broofa/mime/commit/25ca180', '/', 'broofa/mime/commit/25ca180')"
"('https://', 'ht', 's', '/broofa/mime/commit/2e00b5c', '/', 'broofa/mime/commit/2e00b5c')"
"('https://', 'ht', 's', '/broofa/mime/commit/3e567a9', '/', 'broofa/mime/commit/3e567a9')"
"('https://', 'ht', 's', '/broofa/mime/commit/3f775ba', '/', 'broofa/mime/commit/3f775ba')"
"('https://', 'ht', 's', '/broofa/mime/commit/43b09eff0233eacc449af2b1f99a19ba9e104a44', '/', 'broofa/mime/commit/43b09eff0233eacc449af2b1f99a19ba9e104a44')"
"('https://', 'ht', 's', '/broofa/mime/commit/49e6e41', '/', 'broofa/mime/commit/49e6e41')"
"('https://', 'ht', 's', '/broofa/mime/commit/5c35df6', '/', 'broofa/mime/commit/5c35df6')"
"('https://', 'ht', 's', '/broofa/mime/commit/6c070bc298fa12a48e2ed126fbb9de641a1e7ebc', '/', 'broofa/mime/commit/6c070bc298fa12a48e2ed126fbb9de641a1e7ebc')"
"('https://', 'ht', 's', '/broofa/mime/commit/7f4ecd0d850ed22c9e3bfda2c11fc74e4dde12a7', '/', 'broofa/mime/commit/7f4ecd0d850ed22c9e3bfda2c11fc74e4dde12a7')"
"('https://', 'ht', 's', '/broofa/mime/commit/85aac16', '/', 'broofa/mime/commit/85aac16')"
"('https://', 'ht', 's', '/broofa/mime/commit/9d2a7b8', '/', 'broofa/mime/commit/9d2a7b8')"
"('https://', 'ht', 's', '/broofa/mime/commit/b5c83fb', '/', 'broofa/mime/commit/b5c83fb')"
"('https://', 'ht', 's', '/broofa/mime/commit/c5cb3f2ab8b07642a066efbde1142af1b90c927b', '/', 'broofa/mime/commit/c5cb3f2ab8b07642a066efbde1142af1b90c927b')"
"('https://', 'ht', 's', '/broofa/mime/commit/c8a8356e3b27f3ef46b64b89b428fdb547b14d5f', '/', 'broofa/mime/commit/c8a8356e3b27f3ef46b64b89b428fdb547b14d5f')"
"('https://', 'ht', 's', '/broofa/mime/commit/cef0cc484ff6d05ff1e12b54ca3e8b856fbc14d8', '/', 'broofa/mime/commit/cef0cc484ff6d05ff1e12b54ca3e8b856fbc14d8')"
"('https://', 'ht', 's', '/broofa/mime/commit/d64160f', '/', 'broofa/mime/commit/d64160f')"
"('https://', 'ht', 's', '/broofa/mime/commit/f10e6aa62e1356de7e2491d7fb4374c8dac65800', '/', 'broofa/mime/commit/f10e6aa62e1356de7e2491d7fb4374c8dac65800')"
"('https://', 'ht', 's', '/broofa/mime/commit/f14ccb6', '/', 'broofa/mime/commit/f14ccb6')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.0.1...v2.0.5', '/', 'broofa/mime/compare/v2.0.1...v2.0.5')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.0.5...v2.1.0', '/', 'broofa/mime/compare/v2.0.5...v2.1.0')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.1.0...v2.2.0', '/', 'broofa/mime/compare/v2.1.0...v2.2.0')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.2.0...v2.2.1', '/', 'broofa/mime/compare/v2.2.0...v2.2.1')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.2.1...v2.2.2', '/', 'broofa/mime/compare/v2.2.1...v2.2.2')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.2.2...v2.3.0', '/', 'broofa/mime/compare/v2.2.2...v2.3.0')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.3.0...v2.3.1', '/', 'broofa/mime/compare/v2.3.0...v2.3.1')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.3.1...v2.4.0', '/', 'broofa/mime/compare/v2.3.1...v2.4.0')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.0...v2.4.1', '/', 'broofa/mime/compare/v2.4.0...v2.4.1')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.1...v2.4.2', '/', 'broofa/mime/compare/v2.4.1...v2.4.2')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.2...v2.4.3', '/', 'broofa/mime/compare/v2.4.2...v2.4.3')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.3...v2.4.4', '/', 'broofa/mime/compare/v2.4.3...v2.4.4')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.4...v2.4.5', '/', 'broofa/mime/compare/v2.4.4...v2.4.5')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.5...v2.4.6', '/', 'broofa/mime/compare/v2.4.5...v2.4.6')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.6...v2.4.7', '/', 'broofa/mime/compare/v2.4.6...v2.4.7')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.4.7...v2.5.0', '/', 'broofa/mime/compare/v2.4.7...v2.5.0')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.5.0...v2.5.2', '/', 'broofa/mime/compare/v2.5.0...v2.5.2')"
"('https://', 'ht', 's', '/broofa/mime/compare/v2.5.2...v2.6.0', '/', 'broofa/mime/compare/v2.5.2...v2.6.0')"
"('https://', 'ht', 's', '/broofa/mime/issues/102', '/', 'broofa/mime/issues/102')"
"('https://', 'ht', 's', '/broofa/mime/issues/104', '/', 'broofa/mime/issues/104')"
"('https://', 'ht', 's', '/broofa/mime/issues/108', '/', 'broofa/mime/issues/108')"
"('https://', 'ht', 's', '/broofa/mime/issues/110', '/', 'broofa/mime/issues/110')"
"('https://', 'ht', 's', '/broofa/mime/issues/111', '/', 'broofa/mime/issues/111')"
"('https://', 'ht', 's', '/broofa/mime/issues/113', '/', 'broofa/mime/issues/113')"
"('https://', 'ht', 's', '/broofa/mime/issues/114', '/', 'broofa/mime/issues/114')"
"('https://', 'ht', 's', '/broofa/mime/issues/117', '/', 'broofa/mime/issues/117')"
"('https://', 'ht', 's', '/broofa/mime/issues/118', '/', 'broofa/mime/issues/118')"
"('https://', 'ht', 's', '/broofa/mime/issues/120', '/', 'broofa/mime/issues/120')"
"('https://', 'ht', 's', '/broofa/mime/issues/121', '/', 'broofa/mime/issues/121')"
"('https://', 'ht', 's', '/broofa/mime/issues/123', '/', 'broofa/mime/issues/123')"
"('https://', 'ht', 's', '/broofa/mime/issues/124', '/', 'broofa/mime/issues/124')"
"('https://', 'ht', 's', '/broofa/mime/issues/126', '/', 'broofa/mime/issues/126')"
"('https://', 'ht', 's', '/broofa/mime/issues/129', '/', 'broofa/mime/issues/129')"
"('https://', 'ht', 's', '/broofa/mime/issues/130', '/', 'broofa/mime/issues/130')"
"('https://', 'ht', 's', '/broofa/mime/issues/131', '/', 'broofa/mime/issues/131')"
"('https://', 'ht', 's', '/broofa/mime/issues/135', '/', 'broofa/mime/issues/135')"
"('https://', 'ht', 's', '/broofa/mime/issues/139', '/', 'broofa/mime/issues/139')"
"('https://', 'ht', 's', '/broofa/mime/issues/140', '/', 'broofa/mime/issues/140')"
"('https://', 'ht', 's', '/broofa/mime/issues/141', '/', 'broofa/mime/issues/141')"
"('https://', 'ht', 's', '/broofa/mime/issues/147', '/', 'broofa/mime/issues/147')"
"('https://', 'ht', 's', '/broofa/mime/issues/149', '/', 'broofa/mime/issues/149')"
"('https://', 'ht', 's', '/broofa/mime/issues/152', '/', 'broofa/mime/issues/152')"
"('https://', 'ht', 's', '/broofa/mime/issues/153', '/', 'broofa/mime/issues/153')"
"('https://', 'ht', 's', '/broofa/mime/issues/154', '/', 'broofa/mime/issues/154')"
"('https://', 'ht', 's', '/broofa/mime/issues/157', '/', 'broofa/mime/issues/157')"
"('https://', 'ht', 's', '/broofa/mime/issues/158', '/', 'broofa/mime/issues/158')"
"('https://', 'ht', 's', '/broofa/mime/issues/159', '/', 'broofa/mime/issues/159')"
"('https://', 'ht', 's', '/broofa/mime/issues/160', '/', 'broofa/mime/issues/160')"
"('https://', 'ht', 's', '/broofa/mime/issues/161', '/', 'broofa/mime/issues/161')"
"('https://', 'ht', 's', '/broofa/mime/issues/162', '/', 'broofa/mime/issues/162')"
"('https://', 'ht', 's', '/broofa/mime/issues/163', '/', 'broofa/mime/issues/163')"
"('https://', 'ht', 's', '/broofa/mime/issues/164', '/', 'broofa/mime/issues/164')"
"('https://', 'ht', 's', '/broofa/mime/issues/165', '/', 'broofa/mime/issues/165')"
"('https://', 'ht', 's', '/broofa/mime/issues/167', '/', 'broofa/mime/issues/167')"
"('https://', 'ht', 's', '/broofa/mime/issues/168', '/', 'broofa/mime/issues/168')"
"('https://', 'ht', 's', '/broofa/mime/issues/170', '/', 'broofa/mime/issues/170')"
"('https://', 'ht', 's', '/broofa/mime/issues/171', '/', 'broofa/mime/issues/171')"
"('https://', 'ht', 's', '/broofa/mime/issues/172', '/', 'broofa/mime/issues/172')"
"('https://', 'ht', 's', '/broofa/mime/issues/175', '/', 'broofa/mime/issues/175')"
"('https://', 'ht', 's', '/broofa/mime/issues/176', '/', 'broofa/mime/issues/176')"
"('https://', 'ht', 's', '/broofa/mime/issues/178', '/', 'broofa/mime/issues/178')"
"('https://', 'ht', 's', '/broofa/mime/issues/179', '/', 'broofa/mime/issues/179')"
"('https://', 'ht', 's', '/broofa/mime/issues/180', '/', 'broofa/mime/issues/180')"
"('https://', 'ht', 's', '/broofa/mime/issues/181', '/', 'broofa/mime/issues/181')"
"('https://', 'ht', 's', '/broofa/mime/issues/182', '/', 'broofa/mime/issues/182')"
"('https://', 'ht', 's', '/broofa/mime/issues/185', '/', 'broofa/mime/issues/185')"
"('https://', 'ht', 's', '/broofa/mime/issues/192', '/', 'broofa/mime/issues/192')"
"('https://', 'ht', 's', '/broofa/mime/issues/198', '/', 'broofa/mime/issues/198')"
"('https://', 'ht', 's', '/broofa/mime/issues/236', '/', 'broofa/mime/issues/236')"
"('https://', 'ht', 's', '/broofa/mime/issues/237', '/', 'broofa/mime/issues/237')"
"('https://', 'ht', 's', '/broofa/mime/issues/244', '/', 'broofa/mime/issues/244')"
"('https://', 'ht', 's', '/broofa/mime/issues/253', '/', 'broofa/mime/issues/253')"
"('https://', 'ht', 's', '/broofa/mime/issues/27', '/', 'broofa/mime/issues/27')"
"('https://', 'ht', 's', '/broofa/mime/issues/30', '/', 'broofa/mime/issues/30')"
"('https://', 'ht', 's', '/broofa/mime/issues/36', '/', 'broofa/mime/issues/36')"
"('https://', 'ht', 's', '/broofa/mime/issues/41', '/', 'broofa/mime/issues/41')"
"('https://', 'ht', 's', '/broofa/mime/issues/43', '/', 'broofa/mime/issues/43')"
"('https://', 'ht', 's', '/broofa/mime/issues/45', '/', 'broofa/mime/issues/45')"
"('https://', 'ht', 's', '/broofa/mime/issues/46', '/', 'broofa/mime/issues/46')"
"('https://', 'ht', 's', '/broofa/mime/issues/47', '/', 'broofa/mime/issues/47')"
"('https://', 'ht', 's', '/broofa/mime/issues/49', '/', 'broofa/mime/issues/49')"
"('https://', 'ht', 's', '/broofa/mime/issues/51', '/', 'broofa/mime/issues/51')"
"('https://', 'ht', 's', '/broofa/mime/issues/52', '/', 'broofa/mime/issues/52')"
"('https://', 'ht', 's', '/broofa/mime/issues/55', '/', 'broofa/mime/issues/55')"
